parameter,baseline,swing,n_regimes,regime_start,regime_end,n_valid,regime,range
gb_diffusivity_factor,13,0.00029017405815307315,1,oxide,oxide,9,oxide,global
gb_diffusivity_factor,14,2.2735918304284195e-05,1,oxide,oxide,9,oxide,global
gb_diffusivity_factor,15,1.0065646386997797e-06,1,oxide,oxide,9,oxide,global
gb_diffusivity_factor,16,2.1692441344263982e-06,1,oxide,oxide,9,oxide,global
gb_diffusivity_factor,17,7.366723921401433e-05,1,oxide,oxide,9,oxide,global
gb_diffusivity_factor,18,5.999792659222591e-07,1,oxide,oxide,9,oxide,global
gb_diffusivity_factor,19,7.111901289880013e-07,1,oxide,oxide,9,oxide,global
gb_diffusivity_factor,20,8.992266823948769e-06,1,oxide,oxide,9,oxide,global
gb_diffusivity_factor,21,7.218496121530254e-05,1,oxide,oxide,9,oxide,global
gb_diffusivity_factor,22,7.760189517500868e-06,1,oxide,oxide,9,oxide,global
gb_diffusivity_factor,23,0.00016256545275535942,1,oxide,oxide,9,oxide,global
gb_diffusivity_factor,24,9.080419586902074e-05,1,oxide,oxide,9,oxide,global
grain_size,0,4.6852747651946035e-05,1,oxide,oxide,9,oxide,global
grain_size,1,7.472858712415792e-08,1,oxide,oxide,9,oxide,global
grain_size,2,1.1411030244950542e-07,1,oxide,oxide,9,oxide,global
grain_size,3,1.311169385580206e-05,1,oxide,oxide,9,oxide,global
grain_size,4,9.629142428456787e-07,1,oxide,oxide,9,oxide,global
grain_size,5,1.2218230178048351e-05,1,oxide,oxide,9,oxide,global
grain_size,6,5.2161244357771374e-05,1,oxide,oxide,9,oxide,global
grain_size,7,3.5008026823900428e-06,1,oxide,oxide,9,oxide,global
grain_size,8,9.278579082994683e-07,1,oxide,oxide,9,oxide,global
grain_size,9,2.6410592311708648e-06,1,oxide,oxide,9,oxide,global
grain_size,10,2.8046020746402717e-07,1,oxide,oxide,9,oxide,global
grain_size,11,5.716356168981219e-06,1,oxide,oxide,9,oxide,global
grain_size,12,1.398837733781502e-05,1,oxide,oxide,9,oxide,global
grain_size,13,1.543495816368523e-07,1,oxide,oxide,9,oxide,global
grain_size,14,2.407988781640283e-06,1,oxide,oxide,9,oxide,global
grain_size,15,1.6879309461798586e-05,1,oxide,oxide,9,oxide,global
grain_size,16,4.435955550141621e-05,1,oxide,oxide,9,oxide,global
grain_size,17,7.714344474319723e-08,1,oxide,oxide,9,oxide,global
grain_size,18,7.566809448246334e-05,1,oxide,oxide,9,oxide,global
grain_size,19,6.883539866110851e-06,1,oxide,oxide,9,oxide,global
grain_size,20,4.432903939281568e-06,1,oxide,oxide,9,oxide,global
grain_size,21,8.7301639519284e-08,1,oxide,oxide,9,oxide,global
grain_size,22,3.033026528178334e-06,1,oxide,oxide,9,oxide,global
grain_size,23,6.790358548001855e-08,1,oxide,oxide,9,oxide,global
grain_size,24,3.6662697961213116e-08,1,oxide,oxide,9,oxide,global
gb_thickness,0,9.182686365847133e-07,1,oxide,oxide,9,oxide,global
gb_thickness,1,1.500918803776082e-09,1,oxide,oxide,9,oxide,global
gb_thickness,2,5.82658049733623e-09,1,oxide,oxide,9,oxide,global
gb_thickness,3,5.727394170722352e-07,1,oxide,oxide,9,oxide,global
gb_thickness,4,7.226435053338888e-08,1,oxide,oxide,9,oxide,global
gb_thickness,5,3.412870232301185e-07,1,oxide,oxide,9,oxide,global
gb_thickness,6,4.776685798501691e-06,1,oxide,oxide,9,oxide,global
gb_thickness,7,6.184446809065136e-07,1,oxide,oxide,9,oxide,global
gb_thickness,8,1.9517422916005557e-07,1,oxide,oxide,9,oxide,global
gb_thickness,9,6.668119076866955e-08,1,oxide,oxide,9,oxide,global
gb_thickness,10,7.405859179520184e-09,1,oxide,oxide,9,oxide,global
gb_thickness,11,2.7089413328066913e-06,1,oxide,oxide,9,oxide,global
gb_thickness,12,2.4604406860993253e-07,1,oxide,oxide,9,oxide,global
gb_thickness,13,3.3488131334633604e-09,1,oxide,oxide,9,oxide,global
gb_thickness,14,7.209265822819962e-08,1,oxide,oxide,9,oxide,global
gb_thickness,15,1.6543924819126373e-06,1,oxide,oxide,9,oxide,global
gb_thickness,16,1.4631972660079073e-06,1,oxide,oxide,9,oxide,global
gb_thickness,17,7.843414177272406e-09,1,oxide,oxide,9,oxide,global
gb_thickness,18,1.4149394612392776e-06,1,oxide,oxide,9,oxide,global
gb_thickness,19,2.844192323059917e-07,1,oxide,oxide,9,oxide,global
gb_thickness,20,2.3156448316996947e-07,1,oxide,oxide,9,oxide,global
gb_thickness,21,1.1997438156078761e-08,1,oxide,oxide,9,oxide,global
gb_thickness,22,6.594934916903468e-08,1,oxide,oxide,9,oxide,global
gb_thickness,23,2.1896128369365036e-09,1,oxide,oxide,9,oxide,global
gb_thickness,24,5.770117037901244e-10,1,oxide,oxide,9,oxide,global
lattice_density,0,0.06763717432715548,1,oxide,oxide,9,oxide,global
lattice_density,1,9.727739964575457e-05,1,oxide,oxide,9,oxide,global
lattice_density,2,0.0001500758954899184,1,oxide,oxide,9,oxide,global
lattice_density,3,0.03758540365219394,1,oxide,oxide,9,oxide,global
lattice_density,4,0.004166945267989463,1,oxide,oxide,9,oxide,global
lattice_density,5,0.015303020021449152,1,oxide,oxide,9,oxide,global
lattice_density,6,0.06986997532144623,1,oxide,oxide,9,oxide,global
lattice_density,7,0.006994443008050559,1,oxide,oxide,9,oxide,global
lattice_density,8,0.0025421860331431073,1,oxide,oxide,9,oxide,global
lattice_density,9,0.004050754410848287,1,oxide,oxide,9,oxide,global
lattice_density,10,0.0003815326355518535,1,oxide,oxide,9,oxide,global
lattice_density,11,0.024588333118510074,1,oxide,oxide,9,oxide,global
lattice_density,12,0.012280874139907088,1,oxide,oxide,9,oxide,global
lattice_density,13,0.00016357782086880791,1,oxide,oxide,9,oxide,global
lattice_density,14,0.003776178080439298,1,oxide,oxide,9,oxide,global
lattice_density,15,0.04448427516568155,1,oxide,oxide,9,oxide,global
lattice_density,16,0.08027906125209375,1,oxide,oxide,9,oxide,global
lattice_density,17,6.337073245293504e-05,1,oxide,oxide,9,oxide,global
lattice_density,18,0.05849079393850503,2,metal,oxide,9,oxide,global
lattice_density,19,0.008437125066998504,1,oxide,oxide,9,oxide,global
lattice_density,20,0.0169892989494367,1,oxide,oxide,9,oxide,global
lattice_density,21,0.00014862649045145715,1,oxide,oxide,9,oxide,global
lattice_density,22,0.006096874937846081,1,oxide,oxide,9,oxide,global
lattice_density,23,0.00014004101028692895,1,oxide,oxide,9,oxide,global
lattice_density,24,4.114500353126424e-05,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,0,3.857309866213147e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,1,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,2,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,3,9.64327466553287e-17,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,4,9.64327466553287e-17,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,5,1.9286549331065737e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,6,4.821637332766433e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,7,9.64327466553287e-17,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,8,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,9,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,10,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,11,3.857309866213147e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,12,5.785964799319719e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,13,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,14,1.9286549331065737e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,15,3.857309866213147e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,16,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,17,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,18,1.7357894397959133e-15,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,19,1.9286549331065737e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,20,2.8929823996598605e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,21,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,22,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,23,9.64327466553287e-17,1,oxide,oxide,9,oxide,global
trap_dislocation_E_b,24,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,0,3.3751461329364917e-15,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,1,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,2,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,3,8.678947198979575e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,4,1.9286549331065737e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,5,7.71461973242629e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,6,1.3500584531745999e-15,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,7,1.9286549331065737e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,8,9.64327466553287e-17,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,9,9.64327466553287e-17,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,10,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,11,4.821637332766433e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,12,6.750292265873004e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,13,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,14,3.857309866213147e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,15,6.750292265873004e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,16,3.0858478929705076e-15,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,17,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,18,1.137906410532864e-14,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,19,3.857309866213147e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,20,3.857309866213147e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,21,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,22,2.8929823996598605e-16,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,23,0.0,1,oxide,oxide,9,oxide,global
trap_dislocation_N_T,24,0.0,1,oxide,oxide,9,oxide,global
trap_gb_E_b,0,1.2131239529238658e-13,1,oxide,oxide,9,oxide,global
trap_gb_E_b,1,9.64327466553287e-17,1,oxide,oxide,9,oxide,global
trap_gb_E_b,2,9.64327466553287e-17,1,oxide,oxide,9,oxide,global
trap_gb_E_b,3,4.445549620810426e-14,1,oxide,oxide,9,oxide,global
trap_gb_E_b,4,1.9286549331065737e-16,1,oxide,oxide,9,oxide,global
trap_gb_E_b,5,4.763777684772977e-14,1,oxide,oxide,9,oxide,global
trap_gb_E_b,6,6.219912159268256e-14,1,oxide,oxide,9,oxide,global
trap_gb_E_b,7,3.7608771195578034e-15,1,oxide,oxide,9,oxide,global
trap_gb_E_b,8,3.0858478929705076e-15,1,oxide,oxide,9,oxide,global
trap_gb_E_b,9,6.943157759183612e-15,1,oxide,oxide,9,oxide,global
trap_gb_E_b,10,9.64327466553286e-16,1,oxide,oxide,9,oxide,global
trap_gb_E_b,11,2.5458245117006033e-14,1,oxide,oxide,9,oxide,global
trap_gb_E_b,12,1.1764795091949944e-14,1,oxide,oxide,9,oxide,global
trap_gb_E_b,13,2.8929823996598605e-16,1,oxide,oxide,9,oxide,global
trap_gb_E_b,14,8.678947198979497e-15,1,oxide,oxide,9,oxide,global
trap_gb_E_b,15,7.714619732426228e-15,1,oxide,oxide,9,oxide,global
trap_gb_E_b,16,1.639356693140585e-15,1,oxide,oxide,9,oxide,global
trap_gb_E_b,17,8.678947198979575e-16,1,oxide,oxide,9,oxide,global
trap_gb_E_b,18,4.676023885314372e-13,1,oxide,oxide,9,oxide,global
trap_gb_E_b,19,1.1957660585260595e-14,1,oxide,oxide,9,oxide,global
trap_gb_E_b,20,5.496666559353702e-15,1,oxide,oxide,9,oxide,global
trap_gb_E_b,21,2.8929823996598605e-16,1,oxide,oxide,9,oxide,global
trap_gb_E_b,22,1.1282631358673313e-14,1,oxide,oxide,9,oxide,global
trap_gb_E_b,23,5.785964799319719e-16,1,oxide,oxide,9,oxide,global
trap_gb_E_b,24,9.64327466553287e-17,1,oxide,oxide,9,oxide,global
trap_gb_N_T,0,4.167823310441307e-13,1,oxide,oxide,9,oxide,global
trap_gb_N_T,1,3.857309866213147e-16,1,oxide,oxide,9,oxide,global
trap_gb_N_T,2,1.0607602132086145e-15,1,oxide,oxide,9,oxide,global
trap_gb_N_T,3,1.8061853448539312e-13,1,oxide,oxide,9,oxide,global
trap_gb_N_T,4,1.23433915718819e-14,1,oxide,oxide,9,oxide,global
trap_gb_N_T,5,2.0019438205641626e-13,1,oxide,oxide,9,oxide,global
trap_gb_N_T,6,1.6422496755399374e-13,1,oxide,oxide,9,oxide,global
trap_gb_N_T,7,4.61912856479e-14,1,oxide,oxide,9,oxide,global
trap_gb_N_T,8,7.811052479081555e-15,1,oxide,oxide,9,oxide,global
trap_gb_N_T,9,1.3211286291779833e-14,1,oxide,oxide,9,oxide,global
trap_gb_N_T,10,2.314385919727883e-15,1,oxide,oxide,9,oxide,global
trap_gb_N_T,11,5.082005748735526e-14,1,oxide,oxide,9,oxide,global
trap_gb_N_T,12,1.487957280891467e-13,1,oxide,oxide,9,oxide,global
trap_gb_N_T,13,9.64327466553286e-16,1,oxide,oxide,9,oxide,global
trap_gb_N_T,14,5.284514516711692e-14,1,oxide,oxide,9,oxide,global
trap_gb_N_T,15,1.1031906217368204e-13,1,oxide,oxide,9,oxide,global
trap_gb_N_T,16,5.083934403665954e-13,1,oxide,oxide,9,oxide,global
trap_gb_N_T,17,1.8322221864512418e-15,1,oxide,oxide,9,oxide,global
trap_gb_N_T,18,1.1346276971451154e-12,1,oxide,oxide,9,oxide,global
trap_gb_N_T,19,5.998116841961032e-14,1,oxide,oxide,9,oxide,global
trap_gb_N_T,20,1.0019362377487497e-13,1,oxide,oxide,9,oxide,global
trap_gb_N_T,21,1.92865493310657e-15,1,oxide,oxide,9,oxide,global
trap_gb_N_T,22,2.7290467303457168e-14,1,oxide,oxide,9,oxide,global
trap_gb_N_T,23,1.5429239464852566e-15,1,oxide,oxide,9,oxide,global
trap_gb_N_T,24,1.9286549331065737e-16,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,0,0.18614872439376637,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,1,0.00027537908107791003,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,2,0.000612840809313197,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,3,0.16516177475425128,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,4,0.021716083636048964,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,5,0.07200534624330822,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,6,0.16144129725928175,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,7,0.058697698899632625,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,8,0.009218214261706967,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,9,0.016507961317548007,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,10,0.001309767866139471,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,11,0.04509202207682864,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,12,0.09455653183594492,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,13,0.0005392657100072701,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,14,0.00832444047967668,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,15,0.07714103198468766,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,16,0.2227374824658552,2,oxide,metal,9,oxide,global
trap_vacancy_E_b,17,0.00031342324911442626,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,18,0.2137624945087138,2,oxide,metal,9,oxide,global
trap_vacancy_E_b,19,0.08977082425868123,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,20,0.09830740517099361,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,21,0.00039639478102516826,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,22,0.00904676787471836,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,23,0.0006251124773106542,1,oxide,oxide,9,oxide,global
trap_vacancy_E_b,24,0.00017689248668899789,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,0,0.23141782016998294,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,1,0.0006544272324009785,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,2,0.0006313651859557219,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,3,0.06203147004893159,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,4,0.004609018851554709,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,5,0.09947803904833592,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,6,0.2125202588491831,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,7,0.012472558462722206,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,8,0.03359320598701399,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,9,0.007461399913819146,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,10,0.0037996408854641534,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,11,0.047141843170778366,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,12,0.05951428779935323,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,13,0.0015927408627930404,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,14,0.062205426789199776,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,15,0.08702502071588417,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,16,0.302244704257914,2,oxide,metal,9,oxide,global
trap_vacancy_N_T,17,0.001554253417844551,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,18,0.5038707478575722,2,oxide,metal,9,oxide,global
trap_vacancy_N_T,19,0.014971024228222145,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,20,0.025990837585181135,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,21,0.0012552348350641103,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,22,0.03651880229566822,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,23,0.00090926033029622,1,oxide,oxide,9,oxide,global
trap_vacancy_N_T,24,0.0005442184259537541,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,0,0.022335213929479875,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,1,3.0192780760418952e-06,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,2,6.092402377070584e-05,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,3,0.0027041404868917997,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,4,0.001200783386223526,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,5,0.013203015305048487,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,6,0.0031796595154087947,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,7,0.0007815503385661546,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,8,0.0003256983490494533,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,9,0.0012166460791963925,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,10,4.859801696238828e-05,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,11,0.003900508040656105,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,12,0.003736382738129038,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,13,6.188337331336555e-05,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,14,0.0034036955030081564,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,15,0.003322982871141404,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,16,0.0034526774523612634,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,17,0.00016636274706363727,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,18,0.04170899071258827,2,oxide,metal,9,oxide,global
trap_carbide_E_b,19,0.005379879128257436,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,20,0.003327834862744408,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,21,0.00010993167862961113,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,22,0.002187901262555082,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,23,2.455315040817765e-05,1,oxide,oxide,9,oxide,global
trap_carbide_E_b,24,2.9340009284513535e-06,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,0,0.02524416757190097,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,1,1.8143790434385485e-05,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,2,3.702041457897025e-05,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,3,0.008298472115209345,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,4,0.0012203609239187995,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,5,0.0036062971302027384,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,6,0.003722997528960996,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,7,0.0018714772550052106,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,8,0.00038639546544328124,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,9,0.0006053006101386326,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,10,7.907247409733588e-05,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,11,0.0018856226160209018,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,12,0.007108710967434655,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,13,3.528563157544209e-05,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,14,0.0017775772215762446,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,15,0.007624837919404338,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,16,0.00885219518346935,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,17,7.635540475206158e-05,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,18,0.039635053361803,2,oxide,metal,9,oxide,global
trap_carbide_N_T,19,0.002904652183214876,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,20,0.0022752039508593404,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,21,8.775986247511182e-05,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,22,0.0017788562964070193,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,23,7.39534940315734e-05,1,oxide,oxide,9,oxide,global
trap_carbide_N_T,24,3.720484117264692e-06,1,oxide,oxide,9,oxide,global
D_ref,0,0.6169968802590176,2,metal,oxide,9,oxide,preset
D_ref,1,0.004234130817604012,1,oxide,oxide,9,oxide,preset
D_ref,2,0.0011616414654227877,1,oxide,oxide,9,oxide,preset
D_ref,3,0.5547109444563814,2,metal,oxide,9,oxide,preset
D_ref,4,0.040243207318684776,1,oxide,oxide,9,oxide,preset
D_ref,5,0.36332669208777457,2,metal,oxide,9,oxide,preset
D_ref,6,0.756688990291206,2,metal,oxide,9,oxide,preset
D_ref,7,0.14246585315641372,1,oxide,oxide,9,oxide,preset
D_ref,8,0.006076355588943649,1,oxide,oxide,9,oxide,preset
D_ref,9,0.07676728702835739,1,oxide,oxide,9,oxide,preset
D_ref,10,0.006485516671468895,1,oxide,oxide,9,oxide,preset
D_ref,11,0.33485884065692484,2,metal,oxide,9,oxide,preset
D_ref,12,0.23492595786479195,1,oxide,oxide,9,oxide,preset
D_ref,13,0.0017577404725305065,1,oxide,oxide,9,oxide,preset
D_ref,14,0.11674125170307992,1,oxide,oxide,9,oxide,preset
D_ref,15,0.5824676982386378,2,metal,oxide,9,oxide,preset
D_ref,16,0.7816430042386623,2,metal,oxide,9,oxide,preset
D_ref,17,0.0010824493326125914,1,oxide,oxide,9,oxide,preset
D_ref,18,0.787714806158663,2,metal,oxide,9,oxide,preset
D_ref,19,0.24027728911840174,1,oxide,oxide,9,oxide,preset
D_ref,20,0.06366108650426734,1,oxide,oxide,9,oxide,preset
D_ref,21,0.0014443266305860499,1,oxide,oxide,9,oxide,preset
